1208.300392,12-2
1208.990506,7-9
1212.500409,14-5
1215.235107,5-4
1218.647098,8-14
1229.763882,6-1
1235.476548,8-5
1249.304242,5-14
1249.801167,11-8
1254.018279,12-5
1258.518883,12-13
1263.988014,12-7
1267.835960,10-5
1274.953613,8-14
1276.396718,9-11
1286.911186,9-8
1288.995441,2-6
1292.650956,1-6
1301.738197,2-3
1306.602236,14-2
1308.084617,3-5
1309.131991,13-3
1310.713758,11-2
1314.656286,13-12
1337.218580,7-1
1346.389823,6-5
1348.434572,7-5
1350.482278,13-8
1357.286107,5-10
1358.621130,10-8
1360.742281,9-8
1360.795365,2-3
1361.608201,7-5
1364.716037,6-11
1369.443439,5-14
1373.258993,6-9
1375.071118,12-8
1387.140259,4-5
1391.044732,1-2
1391.723392,6-4
1392.003865,8-4
1406.570330,4-9
1424.201795,2-13
1434.302916,2-4
1438.006297,1-13
1439.503540,14-5
1439.886674,3-14
1441.079773,9-5
1442.084718,3-14
1452.622671,4-5
1461.546104,5-8
1467.564956,4-9
1468.209046,10-5
1469.298115,6-14
1470.720324,13-6
1482.540860,6-1
1483.254112,1-8
1489.505138,8-10
1494.071589,2-6
1497.240236,1-10
1510.045781,1-9
1511.262848,7-11
1514.235283,10-13
1514.920902,4-7
1515.327981,6-1
1515.457037,3-5
1516.979259,9-12
1517.498652,7-12
1517.751504,11-5
1537.347293,2-5
1538.711942,14-5
1547.549479,10-1
1552.391901,11-10
1557.648934,13-7
1561.907857,14-5
1574.105481,5-14
1582.536217,14-8
1587.619994,13-8
1590.903534,14-8
1595.637104,5-8
1600.782271,2-4
1603.997280,9-10
1606.790314,8-13
1607.460210,4-1
1614.900421,14-5
1617.548502,1-4
1617.829339,4-7
1618.565197,9-7
1626.876024,1-2
1628.059260,11-14
1630.045134,9-12
1634.629720,3-11
1642.540038,9-14
1644.132539,5-3
1646.088832,6-8
1648.289082,1-3
1648.402891,13-14
1656.773872,1-2
1656.850602,7-9
1669.735558,1-5
1670.397478,3-8
1671.079085,5-13
1678.630110,11-5
1685.565527,10-5
1686.621484,12-2
1689.846975,6-10
1692.437404,3-12
1697.508505,13-1
1698.327241,11-1
1705.310339,11-5
1727.861404,7-11
1732.764344,2-7
1742.929214,6-5
1753.995539,11-5
1755.904189,8-12
1763.426748,5-3
1770.604017,5-8
1774.143447,8-4
1774.596850,7-2
1778.459267,2-4
1788.169015,3-11
1789.625242,12-2
1793.788675,12-14
1802.887089,5-3
1806.553261,2-12
1806.705007,5-13
1810.703130,8-14
1811.884209,14-10
1819.690903,6-7
1824.029152,9-12
1825.498317,11-10
1834.538155,1-6
1838.462052,5-7
1840.118945,12-6
1847.306149,10-4
1856.194652,3-8
1865.141674,2-8
1873.733052,3-8
1878.028784,9-10
1882.827777,5-6
1886.540030,4-8
1889.535449,5-11
1907.045668,2-12
1908.787671,1-2
1909.127771,5-3
1914.127974,3-8
1916.885277,14-6
1920.040772,14-8
1923.684719,9-11
1924.834780,1-5
1925.731600,5-3
1926.027669,3-14
1932.113146,14-5
1941.677153,1-14
1946.449422,7-14
1946.946150,13-3
1962.308083,6-12
1969.318662,9-14
1972.166357,2-9
1972.169965,12-14
1979.597892,2-1
1983.503776,2-4
1987.397921,13-5
1987.471660,5-7
1992.754107,1-5
1992.893702,8-5
1995.494678,5-8
1996.120653,6-9
1997.904768,6-5
2006.739777,14-12
2012.259307,12-3
2019.028782,4-6
2020.444789,3-8
2022.411889,10-5
2026.125405,14-13
2026.263944,6-5
2028.390077,2-5
2043.127553,9-8
2048.737915,4-5
2056.681303,3-5
2058.100992,5-12
2062.795186,1-14
2069.015652,13-2
2073.892866,1-5
2076.193626,5-10
2076.962479,9-11
2077.034913,12-5
2085.756622,2-7
2096.499801,5-7
2097.791354,5-14
2103.430152,6-5
2105.521156,1-5
2109.471447,13-5
2116.849753,3-10
2118.399514,13-9
2122.271073,4-3
2123.453867,5-4
2126.316419,10-4
2126.438597,10-11
2127.662365,12-4
2129.016285,11-10
2138.853414,7-14
2139.421519,5-8
2145.101401,1-2
2145.464351,9-7
2162.640060,5-3
2163.366103,11-5
2163.752718,6-3
2164.703736,12-3
2175.519749,10-3
2179.939357,6-3
2188.788639,5-12
2191.555166,14-8
2192.039418,12-4
2193.704495,1-13
2196.136967,8-14
2214.682906,7-1
2215.411244,14-11
2216.530951,4-6
2223.943292,11-5
2224.427463,4-5
2238.644094,5-13
2240.051436,14-3
2243.401827,9-8
2247.724572,5-11
2257.225967,11-10
2257.540892,8-4
2265.044668,10-5
2265.834917,11-12
2270.902316,14-9
2271.012704,4-6
2276.833851,1-7
2277.632928,11-10
2278.556413,10-3
2278.698321,4-7
2280.267040,2-11
2281.857865,10-8
2298.138037,4-2
2301.871831,2-7
2303.683838,5-12
2322.148475,10-5
2322.902838,3-5
2323.870987,14-5
2336.373340,10-13
2348.472848,5-9
2353.082392,14-3
2368.466061,5-6
2368.702884,5-14
2378.058294,4-5
2382.932203,10-12
2387.343626,2-11
2394.752820,7-6
2395.193142,8-1
2396.083611,4-8
2396.676681,2-3
2399.282967,3-1
2402.442985,10-8
2405.554483,8-1
2407.353371,7-8
2412.799160,13-5
2420.090300,11-10
2425.774117,1-4
2425.928590,14-5
2426.592407,12-5
2427.582406,7-12
2428.671074,11-6
2432.082628,4-6
2432.947988,8-7
2436.867771,8-7
2438.554600,5-4
2440.362811,5-2
2445.287922,5-9
2456.843329,3-4
2457.689350,5-10
2459.401629,12-10
2475.374990,8-6
2476.331119,5-6
2476.440419,4-5
2477.288921,5-13
2484.270252,10-7
2489.526701,12-8
2500.677256,3-10
2503.428550,8-14
2503.597489,3-9
2505.059965,6-2
2510.140503,7-4
2512.136258,11-4
2512.737632,7-11
2514.622120,3-5
2517.114720,5-10
2518.874473,1-2
2521.239796,1-9
2521.825901,1-8
2521.946768,4-12
2528.071191,6-1
2533.341860,12-6
2535.509881,4-1
2535.998109,5-4
2537.399357,13-12
2540.667789,6-5
2549.669896,13-4
2552.298279,4-11
2566.858366,14-3
2569.852909,11-5
2570.652090,6-12
2574.470858,12-9
2578.136943,10-9
2581.794327,3-13
2586.953087,2-12
2587.045640,5-14
2589.343239,14-9
2595.787281,11-10
2596.382434,8-7
2596.556915,2-1
2597.365190,3-12
2598.710212,12-3
2600.994967,8-10
2602.504662,5-4
2606.529536,9-5
2607.275332,5-13
2608.971060,2-5
2613.476018,9-1
2616.620091,12-2
2629.368603,10-11
2640.376476,9-8
2641.570133,12-5
2643.202474,1-3
2646.287975,8-5
2649.429736,5-7
2651.251429,9-13
2659.192943,1-2
2660.070165,5-6
2662.618581,1-8
2663.127293,8-13
2671.712686,4-13
2675.334850,9-8
2692.944238,12-11
2693.562728,13-2
2698.529516,8-9
2702.163648,11-5
2702.374870,5-14
2709.234951,9-13
2717.526812,14-12
2717.862645,4-5
2729.231477,10-1
2735.379219,4-1
2739.090189,3-5
2742.229645,2-11
2743.451121,8-3
2743.687054,14-4
2746.268005,11-9
2754.306086,10-11
2755.244459,9-14
2757.802758,12-3
2759.130679,5-11
2763.827691,4-11
2776.667087,13-1
2785.425905,11-6
2786.783741,14-3
2788.941816,11-3
2788.952447,6-7
2791.967110,10-4
2799.651477,2-6
2807.103413,8-7
2807.402510,12-6
2809.674774,13-3
2810.008477,10-6
2812.218259,7-3
2821.979016,2-5
2823.312666,7-8
2830.788602,2-8
2843.219505,11-2
2850.043008,10-2
2850.945325,4-14
2860.960264,5-12
2871.208494,5-8
2897.452728,1-7
2897.495319,6-5
2897.509766,6-2
2898.887832,14-3
2901.804341,5-10
2904.011360,2-11
2904.399528,4-1
2908.491731,1-8
2912.899086,2-1
2916.879872,7-11
2919.738351,11-9
2922.926073,12-6
2927.608078,5-14
2927.874591,7-12
2930.167164,3-6
2930.749559,7-3
2931.188907,1-6
2936.930881,7-5
2938.499048,2-12
2940.157284,3-12
2941.455134,7-13
2944.994759,12-5
2945.497876,10-5
2949.597338,5-14
2949.889349,14-5
2962.311869,6-1
2962.995273,13-3
2968.833557,6-8
2971.985593,10-1
2974.198616,9-12
2975.649544,3-4
2977.430280,12-7
2983.119996,8-5
2986.095639,12-11
2989.170436,12-7
2990.308264,5-10
2994.229949,4-2
2994.978123,1-3
2997.612779,3-2
3001.828567,3-6
3004.971430,12-7
3008.447144,5-8
3011.824550,11-3
3012.686646,8-3
3025.336429,7-4
3029.942315,5-4
3035.115242,2-14
3047.523201,6-2
3049.926763,14-1
3051.544912,8-3
3052.994731,14-6
3054.515502,11-5
3055.943091,6-3
3057.462861,5-11
3058.401102,8-12
3061.047632,8-14
3062.429219,2-7
3064.267660,9-5
3068.625509,5-7
3070.140016,10-6
3078.101993,1-4
3084.490134,9-1
3086.083213,5-11
3093.276553,14-4
3094.053289,5-3
3094.456230,7-10
3115.527092,12-3
3115.661046,12-10
3115.683593,10-4
3123.756282,11-5
3123.766760,6-5
3128.025293,5-11
3131.271416,9-2
3132.279918,12-8
3133.406770,4-5
3147.073450,7-10
3149.073370,10-7
3150.180588,11-8
3152.510300,4-10
3157.779927,4-1
3159.153523,3-5
3159.526570,5-1
3165.782741,10-5
3166.186998,7-3
3166.414975,6-3
3166.433852,6-3
3186.566037,13-5
3188.843922,14-6
3194.190488,4-8
3197.453719,1-5
3212.185549,9-1
3213.866876,5-2
3215.586518,1-9
3220.171469,5-1
3220.173735,3-2
3221.981471,8-4
3227.678518,2-5
3231.080639,11-5
3233.773441,13-5
3244.821948,11-5
3247.089929,7-2
3252.340230,8-12
3254.333324,5-9
3254.694903,4-6
3256.656246,10-5
3257.602796,3-6
3257.713473,5-14
3259.060828,3-8
3259.600439,8-9
3262.039860,4-11
3267.393531,5-4
3273.068353,4-7
3281.666662,6-11
3283.195918,3-8
3287.624683,8-5
3296.422968,11-10
3298.438989,12-8
3308.237865,6-10
3308.672271,12-5
3318.816320,14-6
3327.334836,3-6
3342.981909,9-8
3350.088267,8-5
3355.050961,7-13
3357.335292,7-5
3362.390942,5-8
3370.823404,8-4
3374.254018,5-4
3378.142696,7-5
3388.468490,9-1
3389.808522,12-9
3391.441658,10-14
3391.586399,3-10
3399.995229,7-12
3403.966694,5-2
3408.435007,1-2
3409.522538,4-14
3410.338579,9-1
3412.944343,5-11
3421.328120,14-7
3423.080206,7-14
3425.272587,2-5
3427.436970,13-14
3434.879996,5-2
3435.409194,8-6
3443.437297,13-5
3443.484559,4-1
3448.288837,13-10
3454.057085,4-13
3456.593397,1-2
3462.009781,5-12
3463.326438,3-2
3463.934813,6-9
3465.719320,4-14
3466.951416,3-5
3471.999680,13-9
3475.321655,14-13
3479.645442,3-4
3494.527835,9-3
3500.463155,5-13
3506.736042,13-3
3520.761101,9-3
3531.328384,5-10
3536.741649,7-3
3538.451468,13-10
3541.291221,5-7
3546.928175,12-4
3553.108346,8-2
3562.313567,2-11
3567.738364,12-1
3572.159131,11-4
3573.333069,14-6
3577.219910,10-14
3578.047706,6-2
3582.212638,11-5
3582.987133,10-11
3583.058384,10-14
3595.496902,13-14
3603.653679,7-9
3605.108074,13-11
3605.291927,5-9
3612.121104,9-12
3618.022899,9-1
3618.695690,5-10
3625.490938,5-13
3632.783029,5-4
3636.199632,5-13
3637.479743,12-11
3637.712154,1-5
3637.974212,5-7
3640.300782,2-11
3645.413730,1-6
3649.480850,6-4
3650.499336,9-7
3656.899514,10-14
3657.160328,5-4
3660.968302,2-4
3661.733213,12-5
3661.754995,11-13
3662.615659,14-4
3668.970108,7-1
3669.962827,5-4
3670.019427,3-7
3672.655058,8-14
3674.372125,6-9
3677.784938,11-4
3681.229143,10-4
3686.150725,14-12
3696.032645,1-5
3697.684752,14-11
3701.716136,13-9
3702.220957,9-1
3703.378309,9-5
3703.782473,11-5
3711.707756,3-7
3713.355648,9-3
3718.314876,14-5
3726.706210,5-1
3728.648494,5-11
3729.575577,9-3
3730.716024,13-2
3733.405281,7-3
3735.365180,6-4
3735.655859,3-1
3743.256984,9-1
3747.336678,13-3
3755.561634,5-9
3763.027996,11-6
3768.198922,12-11
3775.148647,13-5
3780.016088,13-5
3782.250730,5-9
3789.082284,6-11
3799.081180,10-2
3799.536185,11-5
3800.159553,5-7
3800.904090,10-4
3803.337376,2-14
3811.328028,2-8
3814.320069,4-9
3822.050496,14-12
3823.876092,12-4
3827.210875,5-2
3828.345674,14-2
3832.433477,6-11
3833.693004,4-2
3833.722821,10-9
3835.754634,5-8
3839.071725,3-5
3847.591328,2-11
3848.940905,7-14
3859.394360,3-5
3866.071712,5-9
3866.757365,3-5
3872.789599,1-13
3883.749589,12-7
3896.835730,6-12
3901.545301,3-7
3903.525020,5-8
3906.664120,5-10
3910.872254,1-14
3914.670484,13-10
3915.508919,2-13
3924.147203,6-5
3927.259735,8-10
3927.555612,11-4
3929.018099,3-8
3929.354254,10-11
3931.825255,9-2
3932.220074,2-5
3935.237619,6-14
3936.544249,4-1
3943.566148,5-4
3949.423724,8-4
3950.254870,5-4
3956.929233,5-8
3960.418980,12-5
3961.677022,8-12
3971.361550,2-13
3971.386931,13-2
3973.423399,12-13
3977.075780,14-2
3977.785785,5-14
3980.490450,5-4
3989.115832,8-10
3990.799574,6-10
3995.732569,11-6
3996.577175,8-2
4011.413581,5-8
4024.717831,9-12
4025.438813,5-13
4031.224276,5-13
4032.848932,12-5
4032.978576,11-5
4033.926152,13-8
4039.145918,13-3
4041.649360,7-14
4044.665677,4-10
4045.213057,8-4
4045.966577,13-12
4047.784329,12-5
4050.667986,5-4
4057.536634,2-3
4059.922562,5-14
4061.512110,5-11
4071.308190,12-7
4075.997248,7-11
4081.638241,6-11
4088.188970,5-11
4090.840346,13-9
4092.045515,4-11
4092.520640,4-13
4096.805969,9-1
4102.327723,11-2
4111.627719,1-14
4121.696824,8-2
4124.498494,4-5
4127.183201,11-10
4140.581080,5-14
4140.939783,5-10
4142.818289,1-14
4145.972333,5-2
4149.653895,13-1
4153.431302,1-7
4154.120931,5-12
4156.959791,13-4
4157.733702,8-4
4159.671292,11-8
4160.460366,11-7
4162.001612,11-4
4165.945351,12-13
4167.981092,1-3
4168.716550,3-13
4171.246915,11-1
4175.680813,4-5
4177.114744,7-2
4178.384491,5-4
4180.676473,11-5
4185.434841,11-2
4185.583094,6-8
4190.053574,1-13
4190.279826,10-4
4199.104666,2-9
4199.953351,10-8
4206.910309,3-10
4207.048465,5-3
4209.767884,5-6
4210.955365,14-10
4216.939909,5-7
4222.836319,5-3
4223.378444,12-1
4223.590103,2-6
4228.832002,3-6
4231.004037,3-13
4232.869753,13-12
4234.583231,11-13
4236.411326,3-12
4239.848558,3-9
4241.814054,6-8
4242.365893,9-5
4244.916378,13-14
4262.775076,14-5
4268.596576,5-1
4273.664744,10-6
4284.168168,5-9
4286.520661,2-3
4288.320106,3-9
4294.617157,12-4
4295.050900,11-5
4300.870085,5-8
4301.511231,5-11
4305.416584,11-12
4308.301469,14-5
4314.212674,8-1
4314.472343,13-8
4318.925845,14-6
4325.944695,5-14
4326.103053,9-14
4330.706171,11-7
4332.020053,14-9
4337.475502,14-5
4352.867738,12-2
4352.878643,10-5
4354.967379,13-11
4357.734702,4-3
4373.638654,8-3
4383.953677,2-13
4384.070383,8-12
4384.657207,9-5
4386.751803,11-2
4393.271392,12-13
4399.507984,7-1
4402.753121,10-1
4412.925273,6-5
4419.790289,5-2
4428.200105,4-9
4432.224183,5-1
4433.424670,3-14
4438.728056,12-6
4443.768468,9-13
4454.284176,2-14
4455.034498,8-14
4455.124069,5-3
4456.793221,8-5
4457.975312,13-8
4459.933312,5-3
4460.179575,6-5
4463.951635,14-4
4466.181550,6-7
4467.413629,11-6
4467.841805,2-4
4471.256029,13-5
4471.674658,7-8
4479.551504,1-4
4480.848410,6-13
4489.978138,11-2
4490.507235,5-14
4492.481553,8-13
4498.508966,2-6
4501.457562,11-9
4503.832833,13-14
4512.347068,8-4
4513.063758,4-5
4520.684095,14-10
4523.576263,4-9
4524.921386,13-5
4526.644088,13-12
4527.949632,5-1
4531.954184,3-6
4534.278853,13-4
4537.198773,5-9
4541.389315,8-10
4549.240294,2-13
4554.033683,10-1
4555.436102,5-7
4559.818660,4-11
4564.532584,7-5
4574.082853,3-5
4576.035146,11-2
4579.073795,3-4
4584.725527,13-9
4586.354958,5-7
4587.934038,13-14
4591.814499,6-12
4593.685347,1-6
4601.203417,12-8
4602.909207,11-9
4603.904202,3-2
4607.669077,5-4
4611.318133,6-12
4629.887579,11-14
4641.304989,1-12
4643.494116,13-8
4645.875391,3-11
4650.095100,14-4
4652.905488,10-7
4656.448662,5-3
4658.500650,7-2
4666.364753,13-6
4675.274089,12-9
4681.525670,14-4
4687.058040,6-5
4695.809478,12-10
4696.991076,4-5
4708.365145,13-8
4709.266508,4-12
4709.693320,7-5
4712.425432,1-5
4713.113680,9-5
4714.296401,6-3
4718.020018,12-4
4718.663487,5-4
4720.691971,8-13
4722.518566,12-9
4733.995935,7-9
4734.322961,12-9
4737.174982,9-6
4739.700119,1-9
4740.407367,11-14
4742.109277,14-4
4743.915180,3-1
4745.688639,2-3
4748.945034,5-7
4752.197028,5-8
4754.707468,4-2
4757.029555,14-2
4760.788474,6-4
4763.440947,5-13
4763.977183,5-3
4768.247646,8-9
4770.351171,4-5
4778.015190,2-5
4778.582252,6-14
4781.739610,14-5
4783.164427,14-9
4787.169020,2-6
4793.983880,1-6
4798.177461,13-5
4801.569454,5-6
4812.292856,6-4
4813.318443,14-5
4835.047149,4-14
4837.358570,2-3
4841.371637,12-9
4841.927767,5-1
4842.050063,5-13
4842.743367,8-5
4845.877524,8-6
4846.976507,10-11
4853.308317,5-10
4853.981357,11-14
4858.330824,9-12
4867.545499,14-5
4872.268114,2-5
4882.513271,2-7
4889.457347,1-9
4897.258022,9-2
4897.420502,7-10
4900.277945,5-8
4901.699668,4-6
4904.009468,6-11
4909.225151,4-5
4914.477893,12-5
4915.391196,5-2
4916.141109,14-7
4916.431192,11-1
4921.813687,5-8
4928.732365,13-2
4929.118770,1-4
4929.706291,4-13
4930.299057,13-11
4948.815067,10-4
4949.111201,5-9
4952.541072,3-8
4960.900699,5-4
4961.648713,13-7
4966.243229,4-7
4967.901041,1-6
4972.001857,13-9
4974.528664,3-5
4975.174826,5-3
4984.275409,11-3
4987.050109,2-5
5003.129206,7-10
5006.747353,8-7
5019.573128,13-1
5023.825999,3-1
5024.063569,1-10
5024.082006,7-11
5043.456397,5-2
5047.843364,9-12
5054.113022,5-7
5061.398493,5-10
5063.189461,6-14
5068.075969,11-9
5072.245184,13-4
5072.493524,11-10
5075.589993,13-9
5086.219021,2-5
5089.470063,14-11
5095.652545,10-13
5095.930202,2-3
5098.076939,6-3
5100.896480,2-4
5104.136828,4-14
5111.622113,9-14
5114.318101,7-3
5117.659775,8-13
5120.581663,7-6
5125.068560,13-6
5128.535708,10-3
5130.548933,8-5
5131.894220,9-6
5139.867988,5-7
5141.618356,9-10
5146.611024,1-2
5147.878091,6-2
5165.395837,4-10
5166.370294,5-6
5168.549065,4-6
5170.389291,11-1
5178.788812,9-11
5184.051679,6-5
5185.269014,2-7
5186.385440,8-5
5191.824653,3-2
5194.191002,10-2
5194.985289,4-3
5195.480242,14-12
5200.587232,5-14
5204.915111,5-6
5211.480202,9-10
5211.800379,5-11
5214.418559,11-9
5215.043768,13-9
5218.421063,3-5
5219.464446,7-4
5220.510086,3-9
5223.802363,7-12
5224.519573,11-2
5230.844717,2-9
5231.574023,9-13
5232.814885,1-9
5238.441109,8-1
5239.665968,14-8
5241.084147,5-12
5247.203731,13-6
5250.514760,5-10
5257.162665,14-9
5265.284524,8-4
5278.489351,9-5
5278.851026,9-6
5280.846858,12-5
5283.269373,7-5
5284.620022,3-9
5292.700716,13-6
5294.706035,3-12
5305.215586,2-13
5305.507538,2-9
5307.857014,12-10
5311.815429,1-11
5317.989961,9-8
5320.627425,1-6
5329.813700,5-14
5331.223486,10-5
5332.981428,2-8
5333.836974,12-5
5334.676146,1-2
5337.339299,5-6
5342.595694,11-1
5343.450988,4-11
5346.129673,4-10
5348.399508,9-5
5364.606483,2-13
5367.321209,10-4
5373.944685,13-5
5375.013460,4-5
5384.024299,13-14
5384.119950,7-2
5384.777565,5-11
5388.804246,1-2
5391.827458,4-12
5394.822823,2-13
5398.718788,12-5
5400.428779,6-12
5404.767962,5-10
5406.789671,5-11
5410.308978,4-5
5415.318601,8-5
5416.800419,10-7
5422.528521,4-5
5429.497592,4-5
5447.477889,11-7
5447.736186,12-1
5449.958024,2-8
5450.674565,2-14
5451.410470,8-4
5453.969565,4-10
5459.988828,14-9
5460.524459,12-9
5466.865115,7-14
5474.293655,1-4
5487.997751,7-5
5493.651645,11-2
5494.592172,3-9
5499.649023,1-14
5503.063981,3-10
5504.340487,11-7
5510.606886,14-3
5512.218203,14-1
5519.553098,4-14
5528.049982,11-10
5530.071975,7-2
5530.652413,6-14
5537.419743,7-1
5538.103603,4-3
5538.615938,8-14
5546.986176,2-10
5548.067947,1-10
5549.275648,2-3
5551.265517,6-1
5556.400422,9-4
5557.267078,4-7
5558.787152,14-10
5559.064080,8-1
5560.250587,6-9
5565.740083,10-7
5569.815455,7-8
5573.477775,2-5
5582.618860,9-6
5582.743619,5-10
5584.065124,13-7
5588.095103,14-13
5589.876867,5-13
5604.923648,4-5
5605.935004,4-5
5618.790706,5-6
5624.065396,9-4
5628.585121,10-8
5639.945611,11-5
5642.219965,7-1
5643.864828,8-13
5646.157656,7-14
5651.474884,9-6
5658.361552,9-14
5662.348455,12-4
5668.627528,7-14
5673.011167,3-5
5679.024923,4-6
5679.573607,7-5
5686.660945,9-11
5689.710981,4-3
5691.297901,6-7
5691.852073,5-6
5695.582202,8-6
5696.574654,13-2
5698.369776,5-6
5701.529872,6-9
5702.468199,14-6
5703.523774,1-14
5703.840770,11-12
5705.555646,6-11
5712.584166,5-11
5713.704572,14-11
5714.947054,10-3
5715.526128,8-6
5719.259123,6-1
5724.663048,4-7
5725.492932,7-11
5732.368702,5-1
5732.410337,2-1
5732.908038,1-4
5733.303077,4-1
5739.484294,4-10
5739.829825,5-7
5745.078828,1-12
5746.016114,6-13
5747.433455,1-3
5747.853678,4-12
5754.519401,11-10
5756.372421,7-8
5767.007083,9-12
5771.741278,7-5
5775.050836,12-11
5777.521972,14-6
5780.829806,11-2
5784.299892,10-13
5798.254328,4-5
5799.248473,4-2
5800.034920,1-7
5825.880998,4-9
5830.539799,14-6
5834.534232,7-11
5837.066675,5-12
5837.119532,14-5
5838.130060,7-11
5844.612463,6-9
5845.878405,1-7
