0	180.0	0.0	40	3.1	1453294.6	178882.8	177900.0	17647.0	0.1	4705880.8	69.1%	17647.0	0.3%	47382.8	0.7%	112870.0	1.7%	0.0	0.0%	
1	180.0	0.0	40	3.6	1452605.1	178193.2	177495.8	17242.8	0.1	4793831.0	70.4%	17242.8	0.3%	47382.8	0.7%	112870.0	1.7%	192.2	0.0%	
2	180.0	0.0	40	3.2	1449963.3	175551.4	177855.6	17602.7	0.1	4801184.3	70.5%	17355.0	0.3%	47382.8	0.7%	112870.0	1.7%	0.0	0.0%	
3	180.0	0.0	40	3.5	1452605.1	178193.2	177495.8	17242.8	0.1	4793831.0	70.4%	17242.8	0.3%	47382.8	0.7%	112870.0	1.7%	192.2	0.0%	
4	180.0	0.0	40	3.6	1452337.7	177925.8	177855.6	17602.7	0.1	4922290.8	72.3%	17355.0	0.3%	47382.8	0.7%	112870.0	1.7%	0.0	0.0%	
5	180.0	0.0	40	3.6	1452337.7	177925.8	177855.6	17602.7	0.1	4922290.8	72.3%	17355.0	0.3%	47382.8	0.7%	112870.0	1.7%	0.0	0.0%	
0	10.0	0.0	60	3.3	1431329.8	158127.0	175475.8	15512.4	1.6	283142.8	49.9%	15702.0	2.8%	47247.5	8.3%	112722.0	19.9%	0.0	0.0%	
1	10.0	0.0	60	9.9	1464405.9	189108.0	172822.4	12693.3	1.3	276175.1	48.7%	12778.8	2.3%	47247.5	8.3%	112903.0	19.9%	3360.3	0.6%	
2	10.0	0.0	60	7.4	1414663.5	140892.6	177555.7	17772.4	1.9	249871.1	44.0%	13991.0	2.5%	47247.5	8.3%	112767.0	19.9%	0.0	0.0%	
3	10.0	0.0	60	10.7	1482708.3	207410.5	174160.2	13958.6	1.5	264743.0	46.6%	14495.1	2.6%	47247.5	8.3%	112903.0	19.9%	2179.5	0.4%	
4	10.0	0.0	60	16.6	1465671.5	191900.7	177784.4	17940.0	1.9	252482.4	44.5%	13615.5	2.4%	47247.5	8.3%	112767.0	19.9%	930.4	0.2%	
5	10.0	0.0	60	17.2	1476030.9	204664.0	178409.1	18930.5	2.0	254741.0	44.9%	14444.6	2.5%	47247.5	8.3%	112561.0	19.8%	192.9	0.0%	
0	60.0	0.0	60	5.0	1395341.2	121229.4	172230.9	12115.0	0.2	2255441.3	66.2%	12115.0	0.4%	47335.2	1.4%	112824.0	3.3%	0.0	0.0%	
1	60.0	0.0	60	6.4	1396453.8	122342.0	171607.2	11447.5	0.2	2340514.6	68.7%	11447.5	0.3%	47335.2	1.4%	112824.0	3.3%	560.5	0.0%	
2	60.0	0.0	60	5.4	1391932.2	117820.4	172532.7	12326.0	0.2	2267620.1	66.6%	11766.0	0.3%	47389.4	1.4%	112824.0	3.3%	0.0	0.0%	
3	60.0	0.0	60	6.4	1398363.8	124252.0	171750.9	11591.3	0.2	2313572.7	67.9%	11613.7	0.3%	47335.2	1.4%	112824.0	3.3%	555.3	0.0%	
4	60.0	0.0	60	6.9	1397615.8	123503.9	172773.8	12567.1	0.2	2235817.6	65.6%	11943.0	0.4%	47389.4	1.4%	112824.0	3.3%	0.0	0.0%	
5	60.0	0.0	60	6.8	1397615.8	123503.9	172773.8	12567.1	0.2	2235817.6	65.6%	11943.0	0.4%	47389.4	1.4%	112824.0	3.3%	0.0	0.0%	
0	180.0	0.0	60	5.2	1395695.8	121283.9	172381.6	12067.0	0.1	7109648.0	69.6%	12067.0	0.1%	47442.6	0.5%	112870.0	1.1%	0.0	0.0%	
1	180.0	0.0	60	5.7	1398225.5	123813.6	172324.2	12009.6	0.1	7110563.9	69.6%	12009.6	0.1%	47442.6	0.5%	112870.0	1.1%	57.4	0.0%	
2	180.0	0.0	60	5.3	1394950.4	120538.6	172501.2	12186.6	0.1	7066138.5	69.2%	12011.0	0.1%	47442.6	0.5%	112870.0	1.1%	0.0	0.0%	
3	180.0	0.0	60	5.7	1398225.5	123813.6	172324.2	12009.6	0.1	7110563.9	69.6%	12009.6	0.1%	47442.6	0.5%	112870.0	1.1%	57.4	0.0%	
4	180.0	0.0	60	5.8	1396445.8	122033.9	172501.2	12186.6	0.1	7067054.4	69.2%	12011.0	0.1%	47442.6	0.5%	112870.0	1.1%	0.0	0.0%	
5	180.0	0.0	60	5.9	1396445.8	122033.9	172501.2	12186.6	0.1	7067054.4	69.2%	12011.0	0.1%	47442.6	0.5%	112870.0	1.1%	0.0	0.0%	
